rec_yds_per_g,gs,rec_yds_per_rec,g,rec_long,rec_td,age,year,catch_pct,pos,rec_yds_per_tgt,fumbles,player,team,rec,rec_yds,rec_per_g,targets
5.1,0,27.0,16,45,0,24,2008,60.0%,,16.2,4,Jacoby Jones,HOU,3,81,0.2,5
4.2,3,8.3,6,12,0,26,2008,60.0%,fb,5.0,1,Zak Keasey,SFO,3,25,0.5,5
3.6,0,6.0,5,7,0,22,2008,27.3%,,1.6,0,Malcolm Kelly,WAS,3,18,0.6,11
2.1,1,10.0,14,14,0,24,2008,50.0%,wr,5.0,0,Brandon London,MIA,3,30,0.2,6
11.0,0,7.3,2,12,0,24,2008,100.0%,,7.3,0,Kregg Lumpkin,GNB,3,22,1.5,3
16.0,0,10.7,2,12,0,27,2008,75.0%,,8.0,0,Glenn Martinez,DEN,3,32,1.5,4
1.6,3,8.0,15,15,0,26,2008,75.0%,te,6.0,0,Sean McHugh,PIT,3,24,0.2,4
1.6,0,4.7,9,5,0,26,2008,60.0%,,2.8,0,Ryan Moats,HOU,3,14,0.3,5
1.2,11,4.3,11,5,0,28,2008,30.0%,RB,1.3,0,Willie Parker,PIT,3,13,0.3,10
19.5,2,13.0,2,22,0,23,2008,75.0%,wr,9.8,1,Logan Payne,SEA,3,39,1.5,4
4.8,1,8.0,5,16,1,24,2008,75.0%,rb,6.0,0,P.J. Pope,DEN,3,24,0.6,4
1.9,1,5.0,8,8,0,28,2008,60.0%,,3.0,0,Sean Ryan,3TM,3,15,0.4,5
2.7,0,10.0,11,15,0,23,2008,75.0%,,7.5,1,Chad Simpson,IND,3,30,0.3,4
5.0,0,8.3,5,9,0,23,2008,42.9%,,3.6,1,Maurice Stovall,TAM,3,25,0.6,7
1.0,0,4.0,12,6,0,23,2008,60.0%,,2.4,0,Jacob Tamme,IND,3,12,0.3,5
13.7,2,13.7,3,18,0,32,2008,100.0%,te,13.7,0,Jerame Tuman,ARI,3,41,1.0,3
0.4,0,1.3,10,3,0,30,2008,33.3%,,0.4,0,Kenny Watson,CIN,3,4,0.3,9
3.6,0,8.3,7,15,0,29,2008,50.0%,,4.2,0,Ernest Wilford,MIA,3,25,0.4,6
6.0,0,10.0,5,16,0,25,2008,100.0%,,10.0,1,DeShawn Wynn,GNB,3,30,0.6,3
2.0,5,5.3,8,8,0,25,2008,37.5%,rb,2.0,1,Selvin Young,DEN,3,16,0.4,8
0.5,5,3.5,14,6,1,25,2008,66.7%,fb,2.3,0,Deon Anderson,DAL,2,7,0.1,3
2.1,10,17.0,16,29,0,26,2008,50.0%,fb/TE,8.5,0,Billy Bajema,SFO,2,34,0.1,4
3.8,2,17.0,9,25,0,28,2008,66.7%,,11.3,1,Darian Barnes,3TM,2,34,0.2,3
1.1,15,8.5,15,11,0,31,2008,100.0%,QB,8.5,5,Marc Bulger,STL,2,17,0.1,2
1.7,0,2.5,3,3,0,29,2008,100.0%,,2.5,0,Jesse Chatman,NYJ,2,5,0.7,2
1.2,4,9.5,16,11,0,24,2008,20.0%,fb,1.9,0,Daniel Coats,CIN,2,19,0.1,10
0.3,2,1.5,9,2,1,26,2008,100.0%,fb,1.5,0,Casey Cramer,MIA,2,3,0.2,2
1.2,2,9.0,15,17,1,25,2008,28.6%,wr,2.6,0,Josh Cribbs,CLE,2,18,0.1,7
6.2,0,15.5,5,21,0,24,2008,66.7%,,10.3,0,Chris Davis,TEN,2,31,0.4,3
12.3,0,24.5,4,36,0,24,2008,100.0%,,24.5,0,De Dorsey,CIN,2,49,0.5,2
1.3,2,6.0,9,9,0,27,2008,100.0%,te,6.0,0,Jeff Dugan,MIN,2,12,0.2,2
3.1,0,11.0,7,19,1,24,2008,50.0%,,5.5,1,Joey Haynos,MIA,2,22,0.3,4
1.7,0,5.0,6,7,0,21,2008,100.0%,,5.0,0,Felix Jones,DAL,2,10,0.3,2
0.5,0,2.5,11,3,0,26,2008,100.0%,,2.5,0,Kevin Jones,CHI,2,5,0.2,2
2.0,0,16.0,16,19,0,28,2008,66.7%,,10.7,0,Mark Jones,CAR,2,32,0.1,3
1.4,3,5.5,8,7,0,27,2008,50.0%,te,2.8,0,Nate Lawrie,CIN,2,11,0.3,4
1.6,5,13.0,16,13,0,25,2008,66.7%,te,8.7,0,Michael Matthews,NYG,2,26,0.1,3
-0.1,2,-0.5,11,0,0,29,2008,66.7%,fb,-0.3,0,Corey McIntyre,BUF,2,-1,0.2,3
4.3,1,8.5,4,11,0,21,2008,66.7%,rb,5.7,0,Rashard Mendenhall,PIT,2,17,0.5,3
1.1,0,8.5,16,10,0,24,2008,66.7%,,5.7,0,Montell Owens,JAX,2,17,0.1,3
3.4,1,8.5,5,9,0,23,2008,33.3%,te,2.8,0,Martin Rucker,CLE,2,17,0.4,6
0.0,0,0.0,8,2,0,23,2008,100.0%,,0.0,0,Dantrell Savage,KAN,2,0,0.3,2
2.0,1,5.0,5,5,0,30,2008,66.7%,te,3.3,0,Matt Schobel,PHI,2,10,0.4,3
1.6,6,12.0,15,18,0,30,2008,33.3%,fb,4.0,0,Terrelle Smith,ARI,2,24,0.1,6
8.0,0,4.0,1,10,0,24,2008,66.7%,,2.7,1,Olaniyi Sobomehin,NOR,2,8,2.0,3
1.4,6,7.5,11,8,0,26,2008,33.3%,,2.5,0,Stephen Spach,2TM,2,15,0.2,6
3.0,0,12.0,8,15,0,24,2008,66.7%,,8.0,0,Isaiah Stanback,DAL,2,24,0.3,3
7.0,2,17.5,5,27,0,27,2008,66.7%,te,11.7,0,George Wrighster,JAX,2,35,0.4,3
2.3,0,9.0,4,9,0,31,2008,100.0%,,9.0,0,Shaun Alexander,WAS,1,9,0.3,1
0.8,0,6.0,8,6,0,26,2008,50.0%,,3.0,0,Dallas Baker,PIT,1,6,0.1,2
5.0,0,5.0,1,5,0,23,2008,100.0%,,5.0,1,Lance Ball,IND,1,5,1.0,1
-0.2,0,-2.0,9,-2,0,25,2008,100.0%,,-2.0,0,Jackie Battle,KAN,1,-2,0.1,1
3.5,0,14.0,4,14,0,25,2008,50.0%,,7.0,0,Mike Bell,NOR,1,14,0.3,2
4.0,0,4.0,1,4,0,30,2008,100.0%,,4.0,0,Drew Bennett,STL,1,4,1.0,1
0.3,0,2.0,7,2,0,30,2008,100.0%,,2.0,0,Michael Bennett,2TM,1,2,0.1,1
0.3,16,4.0,16,4,0,24,2008,100.0%,RT,4.0,0,Levi Brown,ARI,1,4,0.1,1
21.0,0,21.0,1,21,0,32,2008,100.0%,,21.0,0,Dan Campbell,DET,1,21,1.0,1
-0.4,0,-7.0,16,-7,0,29,2008,100.0%,,-7.0,0,Rock Cartwright,WAS,1,-7,0.1,1
1.3,0,12.0,9,12,0,25,2008,50.0%,,6.0,0,Brian Clark,TAM,1,12,0.1,2
13.0,0,26.0,2,26,0,23,2008,50.0%,,13.0,0,David Clowney,NYJ,1,26,0.5,2
2.0,3,12.0,6,12,0,25,2008,33.3%,,4.0,0,Jason Davis,2TM,1,12,0.2,3
1.2,11,19.0,16,19,1,31,2008,100.0%,DE,19.0,0,Ryan Denney,BUF,1,19,0.1,1
3.6,0,43.0,12,43,1,25,2008,20.0%,,8.6,3,Yamon Figurs,BAL,1,43,0.1,5
-0.2,12,-3.0,13,-3,0,26,2008,100.0%,QB,-3.0,11,Ryan Fitzpatrick,CIN,1,-3,0.1,1
2.7,16,43.0,16,43,0,23,2008,100.0%,QB,43.0,11,Joe Flacco,BAL,1,43,0.1,1
-1.0,0,-1.0,1,-1,0,26,2008,100.0%,,-1.0,0,Samkon Gado,STL,1,-1,1.0,1
-0.4,16,-6.0,16,-6,0,30,2008,100.0%,QB,-6.0,7,David Garrard,JAX,1,-6,0.1,1
1.2,0,7.0,6,7,0,26,2008,50.0%,,3.5,0,Marques Hagans,3TM,1,7,0.2,2
2.3,0,9.0,4,9,0,25,2008,25.0%,,2.3,0,Roy Hall,IND,1,9,0.3,4
3.6,0,18.0,5,18,0,22,2008,100.0%,,18.0,1,Mike Hart,IND,1,18,0.2,1
0.1,15,1.0,16,1,1,26,2008,100.0%,LG,1.0,0,Todd Herremans,PHI,1,1,0.1,1
4.8,0,19.0,4,19,0,23,2008,100.0%,,19.0,1,Chad Jackson,DEN,1,19,0.3,1
-0.1,16,-2.0,16,-2,0,24,2008,100.0%,LG/lt,-2.0,0,Charlie Johnson,IND,1,-2,0.1,1
3.6,0,25.0,7,25,0,24,2008,100.0%,,25.0,0,Edgar Jones,BAL,1,25,0.1,1
-0.6,16,-9.0,16,-9,0,35,2008,100.0%,LG,-9.0,1,Pete Kendall,WAS,1,-9,0.1,1
2.9,0,23.0,8,23,0,27,2008,33.3%,,7.7,3,Brandon Middleton,DET,1,23,0.1,3
0.3,1,3.0,11,3,0,27,2008,33.3%,te,1.0,0,Buck Ortega,NOR,1,3,0.1,3
23.0,0,23.0,1,23,1,26,2008,100.0%,,23.0,0,Alvin Pearman,JAX,1,23,1.0,1
4.3,1,26.0,6,26,0,27,2008,100.0%,te,26.0,1,Jason Rader,ATL,1,26,0.2,1
0.3,7,4.0,16,4,0,37,2008,14.3%,fb,0.6,0,Tony Richardson,NYJ,1,4,0.1,7
-0.4,16,-7.0,16,-7,0,26,2008,100.0%,QB,-7.0,14,Ben Roethlisberger,PIT,1,-7,0.1,1
0.6,16,9.0,16,9,0,26,2008,100.0%,FS/rb,9.0,0,Antrel Rolle,ARI,1,9,0.1,1
0.3,1,4.0,13,4,0,33,2008,100.0%,wr,4.0,0,Allen Rossum,SFO,1,4,0.1,1
-0.2,0,-2.0,12,-2,0,22,2008,50.0%,,-1.0,0,Gary Russell,PIT,1,-2,0.1,2
3.6,0,18.0,5,18,0,26,2008,20.0%,,3.6,0,Steve Sanders,CLE,1,18,0.2,5
0.3,1,2.0,6,2,0,22,2008,33.3%,wr,0.7,0,Jerome Simpson,CIN,1,2,0.2,3
6.0,0,36.0,6,36,0,24,2008,50.0%,,18.0,0,Troy Smith,BAL,1,36,0.2,2
0.6,2,9.0,16,9,0,24,2008,50.0%,te,4.5,0,Craig Stevens,TEN,1,9,0.1,2
3.5,1,7.0,2,7,0,28,2008,33.3%,fb,2.3,0,Thomas Tapeh,MIN,1,7,0.5,3
2.6,11,37.0,14,37,1,24,2008,100.0%,QB,37.0,6,Tyler Thigpen,KAN,1,37,0.1,1
1.5,0,9.0,6,9,0,23,2008,100.0%,,9.0,0,Chauncey Washington,JAX,1,9,0.2,1
0.3,0,3.0,10,3,0,29,2008,50.0%,,1.5,0,Kelley Washington,NWE,1,3,0.1,2
0.7,0,4.0,6,4,0,23,2008,100.0%,,4.0,0,Eric Weems,ATL,1,4,0.2,1
1.4,0,7.0,5,7,0,25,2008,33.3%,,2.3,0,Paul Williams,TEN,1,7,0.2,3
96.3,13,11.0,14,58,4,28,2009,75.9%,WR,8.3,2,Wes Welker+,NWE,123,1348,8.8,162
76.3,15,11.4,16,51,7,24,2009,68.2%,WR,7.8,0,Steve Smith,NYG,107,1220,6.7,157
98.1,16,15.5,16,72,9,28,2009,59.1%,WR,9.2,1,Andre Johnson+,HOU,101,1569,6.3,171
74.7,13,11.1,15,75,10,25,2009,65.6%,WR,7.3,0,Brandon Marshall,DEN,101,1120,6.7,154
69.1,16,11.1,16,80,10,30,2009,75.2%,TE,8.3,1,Dallas Clark+,IND,100,1106,6.3,133
79.0,16,12.6,16,65,10,31,2009,67.1%,WR,8.5,0,Reggie Wayne,IND,100,1264,6.3,149
68.3,16,11.3,16,34,13,26,2009,63.4%,WR,7.1,0,Larry Fitzgerald,ARI,97,1092,6.1,153
72.9,16,12.3,16,54,6,33,2009,69.3%,fl/se/WR,8.5,2,Hines Ward,PIT,95,1167,5.9,137
64.4,16,11.0,16,69,2,27,2009,75.8%,TE,8.3,0,Jason Witten,DAL,94,1030,5.9,124
72.1,16,13.6,16,90,11,28,2009,51.5%,WR,7.0,1,Roddy White,ATL,85,1153,5.3,165
68.3,15,12.2,15,44,4,29,2009,66.1%,WR,8.1,3,Anquan Boldin,ARI,84,1024,5.6,127
54.2,16,10.4,16,27,6,33,2009,61.9%,TE,6.5,0,Tony Gonzalez,ATL,83,867,5.2,134
79.0,16,15.2,16,71,13,32,2009,60.6%,WR,9.2,2,Randy Moss,NWE,83,1264,5.2,137
82.0,14,15.8,16,63,8,23,2009,68.6%,WR,10.8,1,Sidney Rice,MIN,83,1312,5.2,121
82.5,9,16.3,16,60,11,25,2009,65.3%,WR,10.6,1,Miles Austin,DAL,81,1320,5.1,124
72.3,16,14.6,16,56,8,29,2009,69.3%,TE,10.1,1,Antonio Gates,SDG,79,1157,4.9,114
78.0,16,15.8,16,57,5,25,2009,57.2%,fl/se/WR,9.0,0,Santonio Holmes,PIT,79,1248,4.9,138
56.9,16,11.5,16,53,3,32,2009,58.5%,WR,6.7,2,T.J. Houshmandzadeh,SEA,79,911,4.9,135
60.3,16,12.4,16,73,13,25,2009,60.9%,TE,7.5,0,Vernon Davis,SFO,78,965,4.9,128
43.9,15,9.0,16,63,1,22,2009,77.2%,RB,7.0,3,Ray Rice,BAL,78,702,4.9,101
55.3,14,11.5,16,42,5,26,2009,60.6%,TE,7.0,0,Kellen Winslow,TAM,77,884,4.8,127
47.4,2,10.0,16,34,2,24,2009,67.3%,wr,6.7,6,Davone Bess,MIA,76,758,4.8,113
60.7,15,12.8,16,47,8,24,2009,67.9%,TE,8.7,0,Brent Celek,PHI,76,971,4.8,112
49.3,16,10.4,16,41,6,27,2009,77.6%,TE,8.1,2,Heath Miller,PIT,76,789,4.8,98
64.3,16,14.1,16,72,7,35,2009,54.5%,WR,7.7,0,Derrick Mason,BAL,73,1028,4.6,134
65.4,15,14.5,16,50,9,31,2009,56.3%,,8.2,2,Chad Johnson,CIN,72,1047,4.5,128
67.1,14,15.3,16,68,9,26,2009,65.4%,WR,10.0,2,Marques Colston,NOR,70,1074,4.4,107
66.3,16,15.2,16,71,6,34,2009,61.9%,WR,9.4,2,Donald Driver,GNB,70,1061,4.4,113
56.4,16,12.9,16,59,3,30,2009,58.3%,WR,7.5,2,Santana Moss,WAS,70,902,4.4,120
77.8,15,17.2,15,55,9,26,2009,63.0%,WR,10.8,0,Vincent Jackson,SDG,68,1167,4.5,108
69.6,13,16.4,16,83,4,26,2009,57.1%,WR,9.4,0,Greg Jennings,GNB,68,1113,4.3,119
70.3,14,14.7,14,75,5,24,2009,48.9%,WR,7.2,3,Calvin Johnson,DET,67,984,4.8,137
53.7,15,12.2,15,86,3,24,2009,66.7%,TE,8.1,0,Zach Miller,OAK,66,805,4.4,99
65.5,15,15.1,15,66,7,30,2009,50.4%,WR,7.6,1,Steve Smith,CAR,65,982,4.3,129
62.5,12,12.9,13,44,3,28,2009,61.2%,WR,7.9,3,Nate Burleson,SEA,63,812,4.8,103
26.8,16,6.8,16,23,0,23,2009,78.8%,RB,5.4,5,Tim Hightower,ARI,63,428,3.9,80
57.9,14,13.8,15,61,7,25,2009,56.8%,WR,7.8,2,Mike Sims-Walker,JAX,63,869,4.2,111
77.1,15,18.6,15,71,9,23,2009,53.0%,WR,9.9,3,DeSean Jackson,PHI,62,1156,4.1,117
42.3,5,11.3,16,39,7,24,2009,67.4%,wr,7.6,0,Austin Collie,IND,60,676,3.8,89
52.7,8,13.2,15,51,6,21,2009,65.9%,WR,8.7,1,Percy Harvin,MIN,60,790,4.0,91
38.3,15,10.2,16,41,8,24,2009,55.6%,TE,5.7,0,Greg Olsen,CHI,60,612,3.8,108
58.6,12,14.4,14,53,3,27,2009,59.4%,WR,8.6,1,Jerricho Cotchery,NYJ,57,821,4.1,96
29.4,16,8.3,16,37,0,24,2009,79.2%,RB,6.5,6,Matt Forte,CHI,57,471,3.6,72
58.2,12,13.3,13,48,3,27,2009,62.6%,WR,8.3,3,Devin Hester,CHI,57,757,4.4,91
58.7,10,14.4,14,49,5,23,2009,57.6%,WR,8.3,1,Mario Manningham,NYG,57,822,4.1,99
51.5,13,13.8,15,56,4,21,2009,61.5%,WR,8.5,0,Jeremy Maclin,PHI,56,773,3.7,91
35.4,13,10.1,16,27,11,29,2009,70.9%,TE,7.2,0,Visanthe Shiancoe,MIN,56,566,3.5,79
38.6,15,11.2,16,40,4,29,2009,59.8%,WR,6.7,0,Bernard Berrian,MIN,55,618,3.4,92
47.5,6,12.9,15,45,3,26,2009,67.1%,wr,8.7,2,Steve Breaston,ARI,55,712,3.7,82
52.0,10,12.3,13,62,5,22,2009,76.4%,TE,9.4,1,Jermichael Finley,GNB,55,676,4.2,72
51.8,16,15.1,16,98,5,36,2009,50.5%,WR,7.6,1,Terrell Owens,BUF,55,829,3.4,109
44.8,15,13.3,16,71,2,22,2009,61.4%,WR,8.1,2,Earl Bennett,CHI,54,717,3.4,88
45.8,7,13.6,16,49,2,29,2009,62.1%,wr,8.4,0,Jabar Gaffney,DEN,54,732,3.4,87
37.1,16,11.2,16,31,6,29,2009,70.7%,TE,7.9,1,Todd Heap,BAL,53,593,3.3,75
23.4,16,7.1,16,19,1,24,2009,74.6%,RB,5.3,2,Maurice Jones-Drew,JAX,53,374,3.3,71
41.5,13,11.0,14,27,1,36,2009,59.6%,WR,6.5,0,Muhsin Muhammad,CAR,53,581,3.8,89
43.6,14,11.5,14,41,2,28,2009,75.7%,WR,8.7,0,Kevin Walter,HOU,53,611,3.8,70
29.0,14,7.8,14,48,3,26,2009,69.3%,RB,5.4,4,Frank Gore,SFO,52,406,3.7,75
32.9,15,10.1,16,61,3,24,2009,65.0%,WR,6.6,0,Josh Morgan,SFO,52,527,3.3,80
22.4,15,6.6,15,25,3,26,2009,81.0%,RB,5.3,1,Joseph Addai,IND,51,336,3.4,63
27.0,3,8.5,16,24,3,24,2009,63.8%,wr,5.4,4,Andre Caldwell,CIN,51,432,3.2,80
35.9,16,11.3,16,42,7,25,2009,61.4%,TE,6.9,0,John Carlson,SEA,51,574,3.2,83
50.3,11,15.8,16,75,2,27,2009,61.4%,WR,9.7,0,Devery Henderson,NOR,51,804,3.2,83
48.1,12,14.2,15,63,0,33,2009,49.5%,WR,7.0,1,Torry Holt,JAX,51,722,3.4,103
21.5,15,6.3,15,38,0,26,2009,68.0%,RB,4.3,2,Steven Jackson,STL,51,322,3.4,75
34.5,16,11.0,16,29,0,27,2009,69.4%,WR,7.7,0,Greg Camarillo,MIA,50,552,3.1,72
42.3,9,12.7,15,50,1,27,2009,55.6%,WR,7.1,0,Michael Jenkins,ATL,50,635,3.3,90
31.4,16,10.1,16,69,2,24,2009,70.4%,RB,7.1,3,Chris Johnson+,TEN,50,503,3.1,71
33.1,3,10.6,16,44,0,30,2009,64.9%,wr,6.9,4,Antwaan Randle El,WAS,50,530,3.1,77
56.8,11,13.0,11,50,2,22,2009,55.8%,WR,7.3,1,Michael Crabtree,SFO,48,625,4.4,86
31.8,10,10.6,16,29,6,23,2009,63.2%,fb/TE,6.7,0,Fred Davis,WAS,48,509,3.0,76
43.8,12,11.9,13,66,3,29,2009,71.6%,TE,8.5,0,Jeremy Shockey,NOR,48,569,3.7,67
32.4,4,9.4,14,28,1,22,2009,77.4%,wr,7.3,1,Mike Thomas,JAX,48,453,3.4,62
36.8,16,12.5,16,50,5,25,2009,48.5%,WR,6.1,2,Donnie Avery,STL,47,589,2.9,97
53.5,9,12.5,11,41,4,25,2009,54.0%,WR,6.8,1,Dwayne Bowe,KAN,47,589,4.3,87
23.9,8,7.1,14,29,3,24,2009,69.1%,rb/wr,4.9,4,Reggie Bush,NOR,47,335,3.4,68
54.6,13,16.3,14,66,4,23,2009,51.1%,WR,8.3,1,Pierre Garcon,IND,47,765,3.4,92
56.4,6,16.8,14,68,6,21,2009,63.5%,wr,10.7,2,Hakeem Nicks,NYG,47,790,3.4,74
35.6,15,12.1,16,35,6,26,2009,49.5%,WR,6.0,1,Nate Washington,TEN,47,569,2.9,95
23.2,11,8.1,16,21,2,28,2009,75.4%,RB/wr,6.1,4,Fred Jackson,BUF,46,371,2.9,61
31.2,5,9.7,14,35,2,30,2009,57.0%,wr,5.5,0,Deion Branch,SEA,45,437,3.2,79
45.6,14,16.2,16,61,5,31,2009,48.9%,,7.9,0,Chris Chambers,2TM,45,730,2.8,92
42.5,15,15.1,16,65,4,26,2009,47.4%,,7.2,1,Braylon Edwards,2TM,45,680,2.8,95
48.5,9,17.2,16,53,1,28,2009,59.2%,WR,10.2,0,Malcom Floyd,SDG,45,776,2.8,76
32.6,12,11.6,16,40,2,25,2009,54.9%,TE,6.4,1,Dustin Keller,NYJ,45,522,2.8,82
35.1,0,11.7,15,68,5,23,2009,56.3%,,6.6,3,Johnny Knox,CHI,45,527,3.0,80
45.1,7,16.0,16,54,9,25,2009,70.3%,wr,11.3,2,Robert Meachem,NOR,45,722,2.8,64
31.4,10,9.8,14,27,1,28,2009,64.3%,TE,6.3,1,Bo Scaife,TEN,45,440,3.2,70
31.1,2,11.0,16,81,4,26,2009,78.9%,rb,8.7,3,Darren Sproles,SDG,45,497,2.8,57
38.3,16,13.9,16,50,7,28,2009,45.8%,WR,6.4,0,Lee Evans,BUF,44,612,2.8,96
37.9,10,9.5,11,38,4,23,2009,80.0%,RB,7.6,7,Steve Slaton,HOU,44,417,4.0,55
24.3,0,8.8,16,33,1,30,2009,74.6%,,6.6,2,Chester Taylor,MIN,44,389,2.8,59
23.3,2,7.6,14,25,1,24,2009,68.3%,wr,5.2,4,Danny Amendola,STL,43,326,3.1,63
32.1,13,12.0,16,40,5,32,2009,55.8%,WR,6.7,0,Laveranues Coles,CIN,43,514,2.7,77
27.3,15,10.1,16,63,0,24,2009,75.4%,RB,7.6,7,Adrian Peterson+,MIN,43,436,2.7,57
37.8,15,13.5,15,35,5,25,2009,60.9%,TE,8.2,0,Kevin Boss,NYG,42,567,2.8,69
43.8,6,16.7,16,57,3,21,2009,56.0%,wr,9.3,1,Kenny Britt,TEN,42,701,2.6,75
36.7,9,14.3,16,58,3,26,2009,70.7%,WR,10.1,1,Jason Avant,PHI,41,587,2.6,58
21.9,2,8.5,16,47,1,24,2009,71.9%,rb,6.1,4,Justin Forsett,SEA,41,350,2.6,57
31.9,13,10.1,13,63,1,23,2009,71.9%,RB,7.3,3,Kevin Smith,DET,41,415,3.2,57
19.8,10,7.4,15,49,1,23,2009,72.7%,RB,5.4,4,Jamaal Charles,KAN,40,297,2.7,55
64.9,8,13.0,8,44,5,27,2009,69.0%,TE,8.9,1,Owen Daniels,HOU,40,519,5.0,58
19.3,4,7.7,16,45,0,21,2009,72.7%,rb,5.6,2,LeSean McCoy,PHI,40,308,2.5,55
46.2,11,15.4,13,42,4,28,2009,45.3%,WR,7.0,0,Antonio Bryant,TAM,39,600,3.0,86
21.6,6,7.7,14,36,2,25,2009,86.7%,rb,6.7,2,Pierre Thomas,NOR,39,302,2.8,45
47.3,4,19.4,16,60,6,23,2009,54.2%,wr,10.5,1,Mike Wallace,PIT,39,756,2.4,72
23.1,8,9.7,16,27,0,26,2009,71.7%,WR,7.0,0,David Anderson,HOU,38,370,2.4,53
28.4,12,11.9,16,53,1,24,2009,48.7%,WR,5.8,2,Ted Ginn,MIA,38,454,2.4,78
39.7,13,15.7,15,66,7,28,2009,44.2%,WR,6.9,1,Roy Williams,DAL,38,596,2.5,86
38.9,6,16.8,16,80,5,30,2009,55.2%,wr,9.3,4,Patrick Crayton,DAL,37,622,2.3,67
32.6,7,9.7,11,29,1,23,2009,68.5%,wr,6.6,1,Julian Edelman,NWE,37,359,3.4,54
20.1,7,8.1,15,38,1,33,2009,69.8%,rb,5.7,1,Kevin Faulk,NWE,37,301,2.5,53
16.3,10,7.0,16,19,1,29,2009,68.5%,TE,4.8,0,Donald Lee,GNB,37,260,2.3,54
24.6,12,9.3,14,20,0,23,2009,46.8%,WR,4.4,1,Eddie Royal,DEN,37,345,2.6,79
30.6,6,10.2,12,25,2,28,2009,48.6%,wr,5.0,3,Bobby Wade,KAN,36,367,3.0,74
26.1,16,11.9,16,36,3,28,2009,40.2%,WR,4.8,0,Bryant Johnson,DET,35,417,2.2,87
16.6,14,6.6,14,49,2,28,2009,81.4%,RB,5.4,0,Julius Jones,SEA,35,232,2.5,43
22.3,2,10.2,16,47,1,32,2009,55.6%,wr,5.7,2,Dennis Northcutt,DET,35,357,2.2,63
23.7,8,10.2,15,37,1,26,2009,72.9%,fb/te,7.4,0,David Thomas,NOR,35,356,2.3,48
16.5,7,7.5,16,59,2,32,2009,66.0%,rb,5.0,5,Ricky Williams,MIA,35,264,2.2,53
34.3,12,14.1,14,54,2,27,2009,45.9%,wr,6.5,1,Mark Clayton,BAL,34,480,2.4,74
34.8,4,10.2,10,23,1,22,2009,49.3%,,5.0,2,Brandon Gibson,2TM,34,348,3.4,69
15.7,7,6.5,14,18,2,26,2009,68.0%,rb,4.4,2,Jerome Harrison,CLE,34,220,2.4,50
39.0,11,18.4,16,59,3,23,2009,35.8%,WR,6.6,1,Mohamed Massaquoi,CLE,34,624,2.1,95
20.8,16,9.8,16,35,1,30,2009,54.8%,TE,5.4,0,Randy McMichael,STL,34,332,2.1,62
32.6,9,15.3,16,75,4,22,2009,35.4%,WR,5.4,0,Louis Murphy,OAK,34,521,2.1,96
28.7,2,12.7,15,28,2,30,2009,70.8%,wr,9.0,0,Kelley Washington,BAL,34,431,2.3,48
27.5,3,13.8,16,74,5,25,2009,51.6%,wr,7.1,0,James Jones,GNB,32,440,2.0,62
34.5,15,16.2,15,47,2,25,2009,54.2%,TE,8.8,1,Marcedes Lewis,JAX,32,518,2.1,59
17.1,7,7.7,14,30,0,31,2009,81.6%,rb,6.3,3,Correll Buckhalter,DEN,31,240,2.2,38
24.2,14,10.9,14,27,2,25,2009,58.5%,TE,6.4,2,Anthony Fasano,MIA,31,339,2.2,53
31.6,2,16.3,16,67,3,23,2009,55.4%,wr,9.0,0,Brian Hartline,MIA,31,506,1.9,56
27.7,9,13.4,15,52,2,26,2009,62.0%,TE,8.3,0,Tony Scheffler,DEN,31,416,2.1,50
25.7,0,10.8,13,35,1,23,2009,51.7%,,5.6,0,Sammie Stroughter,TAM,31,334,2.4,60
15.5,1,7.2,14,18,0,25,2009,85.7%,rb,6.2,1,Brian Leonard,CIN,30,217,2.1,35
31.5,11,11.5,11,30,2,24,2009,55.6%,fb/TE,6.4,1,Brandon Pettigrew,DET,30,346,2.7,54
18.5,2,8.6,14,38,1,26,2009,76.9%,rb,6.6,2,Jason Snelling,ATL,30,259,2.1,39
21.2,3,10.6,15,40,2,26,2009,45.5%,,4.8,0,Chansi Stuckey,2TM,30,318,2.0,66
47.4,7,11.4,7,25,2,27,2009,64.4%,te,7.4,1,Chris Cooley,WAS,29,332,4.1,45
18.5,9,10.2,16,24,3,28,2009,58.0%,fb/TE,5.9,0,Will Heller,DET,29,296,1.8,50
45.6,8,12.6,8,25,2,24,2009,55.8%,WR,7.0,0,Chaz Schilens,OAK,29,365,3.6,52
25.3,7,13.9,16,36,5,29,2009,70.7%,te,9.9,0,Ben Watson,NWE,29,404,1.8,41
19.4,13,8.7,13,30,0,26,2009,70.7%,RB,6.1,3,DeAngelo Williams,CAR,29,252,2.2,41
31.9,10,13.7,12,49,3,28,2009,41.8%,WR,5.7,0,Justin Gage,TEN,28,383,2.3,67
18.1,14,10.3,16,24,1,31,2009,65.1%,TE,6.7,0,Daniel Graham,DEN,28,289,1.8,43
13.8,6,6.4,13,35,0,23,2009,75.7%,rb,4.8,3,Marshawn Lynch,BUF,28,179,2.2,37
13.3,9,7.6,16,27,2,22,2009,68.3%,RB,5.2,4,Knowshon Moreno,DEN,28,213,1.8,41
13.6,15,7.8,16,22,3,27,2009,71.8%,RB,5.6,1,Cadillac Williams,TAM,28,217,1.8,39
15.1,2,9.0,16,51,1,30,2009,84.4%,rb,7.6,0,Rock Cartwright,WAS,27,242,1.7,32
