rec_yds_per_g,gs,rec_yds_per_rec,g,rec_long,rec_td,age,year,catch_pct,pos,rec_yds_per_tgt,fumbles,player,team,rec,rec_yds,rec_per_g,targets
57.1,14,11.4,14,52,5,37,2016,69.3%,WR,7.9,0,Steve Smith,BAL,70,799,5.0,101
60.4,10,14.0,16,71,5,26,2016,75.0%,WR,10.5,2,Adam Thielen,MIN,69,967,4.3,92
66.2,12,15.3,16,51,7,24,2016,58.0%,WR,8.9,0,Tyrell Williams,SDG,69,1059,4.3,119
42.1,16,9.8,16,35,3,34,2016,72.6%,TE,7.1,1,Jason Witten,DAL,69,673,4.3,95
66.8,15,14.7,15,66,5,28,2016,61.3%,WR,9.0,2,Kenny Britt,LAR,68,1002,4.5,111
36.5,16,8.7,16,35,8,36,2016,70.5%,WR,6.1,0,Anquan Boldin,DET,67,584,4.2,95
52.9,9,12.6,16,55,7,23,2016,67.7%,WR,8.6,2,Jamison Crowder,WAS,67,847,4.2,99
96.4,10,14.6,10,54,4,28,2016,66.0%,WR,9.6,0,A.J. Green,CIN,66,964,6.6,100
63.4,10,13.5,14,50,4,24,2016,68.0%,WR,9.2,3,Cameron Meredith,CHI,66,888,4.7,97
57.2,8,10.4,12,33,6,26,2016,74.2%,TE,7.7,1,Jordan Reed,WAS,66,686,5.5,89
57.7,15,14.2,16,42,6,30,2016,68.4%,TE,9.7,2,Jimmy Graham,SEA,65,923,4.1,95
59.1,10,14.5,16,60,9,27,2016,60.2%,WR,8.8,1,Rishard Matthews,TEN,65,945,4.1,108
42.7,16,10.5,16,32,8,23,2016,61.9%,WR,6.5,0,Sterling Shepard,NYG,65,683,4.1,105
53.3,10,12.3,15,47,7,32,2016,63.7%,TE,7.8,1,Delanie Walker,TEN,65,800,4.3,102
41.7,13,10.4,16,33,3,28,2016,55.7%,WR,5.8,4,Jeremy Kerley,SFO,64,667,4.0,115
53.9,14,13.5,16,86,6,30,2016,59.8%,WR,8.1,0,Brandon LaFell,CIN,64,862,4.0,107
58.8,13,14.9,16,50,7,25,2016,53.4%,WR,8.0,1,Kelvin Benjamin,CAR,63,941,3.9,118
53.2,6,13.5,16,51,3,25,2016,60.0%,wr,8.1,1,Marqise Lee,JAX,63,851,3.9,105
54.7,13,11.7,13,61,1,23,2016,71.8%,TE,8.4,0,Eric Ebron,DET,61,711,4.7,85
37.1,1,9.7,16,49,6,22,2016,73.5%,wr,7.1,4,Tyreek Hill+,KAN,61,593,3.8,83
46.9,10,10.2,13,47,4,26,2016,71.4%,WR,7.3,1,Randall Cobb,GNB,60,610,4.6,84
34.4,4,9.2,16,61,5,24,2016,69.8%,rb,6.4,0,James White,NWE,60,551,3.8,86
36.5,14,9.9,16,24,5,26,2016,78.7%,TE,7.8,1,Jack Doyle,IND,59,584,3.7,75
52.5,15,13.4,15,41,3,32,2016,46.1%,WR,6.2,0,Brandon Marshall,NYJ,59,788,3.9,128
43.5,15,11.1,15,59,4,27,2016,72.8%,WR,8.1,1,Mohamed Sanu,ATL,59,653,3.9,81
33.9,15,8.8,15,43,3,26,2016,54.7%,WR,4.8,5,Tavon Austin,LAR,58,509,3.9,106
53.6,13,14.8,16,69,4,24,2016,55.2%,WR,8.2,0,Quincy Enunwa,NYJ,58,857,3.6,105
50.6,16,14.0,16,57,4,27,2016,59.8%,WR,8.4,0,Dontrelle Inman,SDG,58,810,3.6,97
24.3,4,6.7,16,22,2,28,2016,78.4%,rb/wr,5.2,1,Bilal Powell,NYJ,58,388,3.6,74
44.0,10,11.6,15,38,8,25,2016,70.4%,TE,8.1,1,Cameron Brate,TAM,57,660,3.8,81
36.8,15,9.7,15,40,4,27,2016,65.5%,TE,6.3,0,Charles Clay,BUF,57,552,3.8,87
67.0,15,17.9,15,80,4,30,2016,56.0%,WR,10.1,0,DeSean Jackson,WAS,56,1005,3.7,100
49.6,8,13.3,15,56,4,23,2016,64.4%,WR,8.6,0,DeVante Parker,MIA,56,744,3.7,87
38.3,16,11.1,16,43,2,31,2016,67.1%,TE,7.5,0,Gary Barnidge,CLE,55,612,3.4,82
43.8,12,12.7,16,58,7,29,2016,75.3%,TE,9.6,0,Martellus Bennett,NWE,55,701,3.4,73
41.5,4,11.3,15,42,2,23,2016,66.3%,wr,7.5,3,Adam Humphries,TAM,55,622,3.7,83
62.0,15,16.9,15,73,4,26,2016,53.4%,WR,9.0,0,Marvin Jones,DET,55,930,3.7,103
37.7,2,11.2,16,30,1,22,2016,66.7%,wr,7.4,1,Tyler Boyd,CIN,54,603,3.4,81
37.3,15,10.4,15,26,4,25,2016,60.7%,TE,6.3,1,C.J. Fiedorowicz,HOU,54,559,3.6,89
28.9,16,8.6,16,35,2,24,2016,83.1%,RB,7.1,1,Devonta Freeman,ATL,54,462,3.4,65
47.0,8,13.9,16,88,4,31,2016,56.8%,WR,7.9,3,Ted Ginn,CAR,54,752,3.4,95
39.1,9,10.3,14,27,7,36,2016,57.0%,TE,5.9,1,Antonio Gates,SDG,53,548,3.8,93
32.1,1,9.7,16,32,0,23,2016,71.6%,rb,6.9,2,Duke Johnson,CLE,53,514,3.3,74
23.6,16,7.1,16,35,3,28,2016,79.1%,RB,5.6,3,DeMarco Murray,TEN,53,377,3.3,67
37.1,8,7.0,10,23,5,25,2016,79.1%,RB,5.5,0,Theo Riddick,DET,53,371,5.3,67
68.4,12,15.8,12,54,2,26,2016,55.3%,WR,8.7,0,Alshon Jeffery,CHI,52,821,4.3,94
28.3,8,8.7,16,39,2,25,2016,74.3%,WR,6.5,2,Cordarrelle Patterson+,MIN,52,453,3.3,70
28.5,5,8.2,15,73,2,33,2016,73.2%,rb,6.0,1,Darren Sproles,PHI,52,427,3.5,71
47.2,10,12.0,13,34,1,24,2016,67.1%,WR,8.1,0,Robert Woods,BUF,51,613,3.9,76
61.2,13,15.9,13,56,8,28,2016,52.1%,WR,8.3,1,Dez Bryant,DAL,50,796,3.8,96
39.4,8,12.6,16,50,3,28,2016,61.7%,TE,7.8,2,Coby Fleener,NOR,50,631,3.1,81
27.6,5,8.8,16,45,2,26,2016,67.6%,te,6.0,1,Ryan Griffin,HOU,50,442,3.1,74
31.2,16,10.0,16,44,2,28,2016,57.5%,TE,5.7,1,Lance Kendricks,LAR,50,499,3.1,87
23.7,15,7.1,15,41,1,28,2016,87.7%,RB,6.2,3,LeSean McCoy,BUF,50,356,3.3,57
20.8,13,6.2,15,17,1,23,2016,73.5%,RB,4.6,2,T.J. Yeldon,JAX,50,312,3.3,68
21.8,0,7.1,16,38,2,26,2016,79.0%,,5.6,2,Chris Thompson,WAS,49,349,3.1,62
45.7,8,12.4,13,39,3,24,2016,72.7%,wr,9.0,2,Eli Rogers,PIT,48,594,3.7,66
24.7,10,8.2,16,27,1,25,2016,68.6%,TE,5.6,0,Will Tye,NYG,48,395,3.0,70
48.4,8,14.4,14,54,4,27,2016,62.7%,WR,9.0,5,Travis Benjamin,SDG,47,677,3.4,75
45.4,13,13.5,14,53,2,22,2016,51.1%,WR,6.9,2,Will Fuller,HOU,47,635,3.4,92
48.6,8,10.3,10,34,4,32,2016,73.4%,TE,7.6,0,Zach Miller,CHI,47,486,4.7,64
19.9,14,6.9,16,22,4,27,2016,79.3%,RB,5.5,2,Mark Ingram,NOR,46,319,2.9,58
33.1,11,12.0,16,39,0,24,2016,63.8%,WR,7.7,1,Chris Conley,KAN,44,530,2.8,69
36.4,14,13.3,16,44,2,32,2016,74.6%,TE/wr,9.9,0,Vernon Davis,WAS,44,583,2.8,59
44.7,12,12.2,12,44,2,28,2016,57.9%,WR,7.1,0,Jeremy Maclin,KAN,44,536,3.7,76
23.2,6,7.9,15,24,0,23,2016,78.6%,rb,6.2,2,Ty Montgomery,GNB,44,348,2.9,56
37.1,15,13.5,16,47,4,27,2016,72.1%,WR,9.7,1,Terrance Williams,DAL,44,594,2.8,61
20.4,16,7.6,16,33,0,22,2016,74.1%,RB,5.6,2,Todd Gurley,LAR,43,327,2.7,58
17.0,7,5.9,15,41,2,24,2016,81.1%,rb,4.8,0,Jerick McKinnon,MIN,43,255,2.9,53
36.7,8,14.0,16,52,2,23,2016,53.8%,wr,7.5,1,Robby Anderson,NYJ,42,587,2.6,78
45.4,16,17.3,16,74,9,24,2016,51.9%,WR,9.0,0,Kenny Stills,MIA,42,726,2.6,81
32.2,11,10.2,13,35,2,23,2016,71.9%,RB,7.4,2,Melvin Gordon,SDG,41,419,3.2,57
31.9,15,12.4,16,36,1,26,2016,46.1%,WR,5.7,0,Jermaine Kearse,SEA,41,510,2.6,89
39.8,9,14.6,15,57,1,24,2016,62.1%,WR,9.0,0,Tyler Lockett,SEA,41,597,2.7,66
35.3,8,13.8,16,65,3,27,2016,53.2%,wr,7.3,0,Brian Quick,LAR,41,564,2.6,77
32.6,10,12.7,16,34,2,22,2016,49.4%,WR,6.3,0,Tajae Sharpe,TEN,41,522,2.6,83
18.7,1,7.0,15,25,4,27,2016,74.1%,rb,5.2,0,Travaris Cadet,NOR,40,281,2.7,54
19.9,16,8.0,16,44,0,23,2016,75.5%,RB,6.0,2,Isaiah Crowell,CLE,40,319,2.5,53
33.6,2,8.6,10,32,1,25,2016,76.5%,rb,6.6,1,Giovani Bernard,CIN,39,336,3.9,51
34.5,6,13.3,15,30,2,26,2016,53.4%,wr,7.1,1,John Brown,ARI,39,517,2.6,73
39.1,12,15.0,15,48,1,30,2016,54.2%,WR,8.1,1,Victor Cruz,NYG,39,586,2.6,72
21.1,13,8.7,16,24,3,22,2016,65.0%,TE,5.6,0,Jesse James,PIT,39,338,2.4,60
17.3,16,7.3,16,49,4,33,2016,80.9%,RB,5.9,2,Frank Gore,IND,38,277,2.4,47
45.3,14,17.9,15,79,4,28,2016,65.5%,WR,11.7,1,Chris Hogan,NWE,38,680,2.5,58
24.8,6,10.4,16,41,5,25,2016,49.4%,wr,5.2,0,Seth Roberts,OAK,38,397,2.4,77
21.8,4,8.8,15,32,1,25,2016,61.7%,te,5.5,0,Trey Burton,PHI,37,327,2.5,60
32.5,8,13.2,15,39,5,27,2016,48.7%,,6.4,0,Michael Floyd,2TM,37,488,2.5,76
24.4,14,10.6,16,34,2,28,2016,60.7%,TE,6.4,1,Jermaine Gresham,ARI,37,391,2.3,61
16.6,7,7.2,16,40,0,25,2016,75.5%,fb,5.4,0,Kyle Juszczyk,BAL,37,266,2.3,49
29.1,14,11.0,14,45,0,26,2016,58.7%,WR,6.5,1,Quinton Patton,SFO,37,408,2.6,63
24.3,14,10.1,15,40,2,23,2016,52.2%,WR,5.3,1,Nelson Agholor,PHI,36,365,2.4,69
26.1,7,10.9,15,26,2,23,2016,48.6%,wr,5.3,0,Dorial Green-Beckham,PHI,36,392,2.4,74
31.9,10,13.3,15,59,8,22,2016,67.9%,TE,9.0,1,Hunter Henry,SDG,36,478,2.4,53
29.0,14,11.6,14,23,6,26,2016,67.3%,tb/TE,7.8,1,Dwayne Allen,IND,35,406,2.5,52
44.5,3,16.5,13,76,6,25,2016,70.0%,wr,11.6,0,Taylor Gabriel,ATL,35,579,2.7,50
43.4,11,13.6,11,42,3,25,2016,46.1%,WR,6.3,1,Allen Hurns,JAX,35,477,3.2,76
15.5,12,5.7,13,24,1,31,2016,83.3%,RB,4.8,1,Rashad Jennings,NYG,35,201,2.7,42
37.9,6,16.7,15,80,6,24,2016,45.9%,wr,7.7,1,JJ Nelson,ARI,34,568,2.3,74
14.8,13,6.9,16,17,1,25,2016,75.6%,RB,5.2,2,Terrance West,BAL,34,236,2.1,45
41.3,10,12.5,10,58,3,22,2016,45.2%,WR,5.7,0,Corey Coleman,CLE,33,413,3.3,73
35.2,7,16.0,15,64,2,23,2016,55.9%,wr,8.9,1,Phillip Dorsett,IND,33,528,2.2,59
20.3,5,9.8,16,33,3,30,2016,61.1%,wr,6.0,0,Andrew Hawkins,CLE,33,324,2.1,54
18.9,12,8.0,14,39,0,26,2016,76.7%,RB,6.1,2,Latavius Murray,OAK,33,264,2.4,43
31.2,1,15.1,16,53,3,23,2016,50.0%,wr,7.6,0,Breshad Perriman,BAL,33,499,2.1,66
41.0,1,11.2,9,64,2,30,2016,76.7%,wr,8.6,2,Eddie Royal,CHI,33,369,3.7,43
23.9,8,10.9,15,31,3,25,2016,63.5%,te/wr,6.9,0,Clive Walford,OAK,33,359,2.2,52
31.9,14,13.5,14,46,2,25,2016,78.6%,RB,10.6,4,Spencer Ware,KAN,33,447,2.4,42
16.4,6,8.2,16,31,0,29,2016,84.2%,rb,6.9,1,Matt Asiata,MIN,32,263,2.0,38
24.2,15,11.3,15,83,1,21,2016,82.1%,RB,9.3,5,Ezekiel Elliott+,DAL,32,363,2.1,39
28.6,6,12.5,14,56,4,24,2016,66.7%,rb/wr,8.4,0,Malcolm Mitchell,NWE,32,401,2.3,48
16.6,6,8.5,16,43,1,24,2016,68.9%,rb,5.9,4,Devontae Booker,DEN,31,265,1.9,45
32.4,0,13.6,13,49,3,23,2016,77.5%,,10.5,1,Tevin Coleman,ATL,31,421,2.4,40
13.4,14,6.1,14,16,1,25,2016,79.5%,RB,4.8,2,Lamar Miller,HOU,31,188,2.2,39
17.4,5,9.0,16,42,2,24,2016,60.8%,wr,5.5,0,Albert Wilson,KAN,31,279,1.9,51
37.7,5,12.6,10,47,1,29,2016,58.8%,tb/te,7.4,1,Jared Cook,GNB,30,377,3.0,51
13.5,0,5.4,12,16,1,22,2016,73.2%,,4.0,1,Kenneth Dixon,BAL,30,162,2.5,41
18.8,13,8.8,14,40,1,31,2016,69.8%,RB,6.1,1,Matt Forte,NYJ,30,263,2.1,43
34.1,7,10.2,9,39,7,23,2016,53.6%,wr,5.5,0,Donte Moncrief,IND,30,307,3.3,56
16.9,6,9.0,16,22,2,24,2016,63.8%,te,5.8,0,Richard Rodgers,GNB,30,271,1.9,47
31.2,6,9.4,9,24,4,28,2016,58.8%,te,5.5,0,Julius Thomas,JAX,30,281,3.3,51
20.5,6,11.3,16,29,1,27,2016,58.0%,wr,6.6,0,Kamar Aiken,BAL,29,328,1.8,50
21.9,6,12.1,16,31,3,28,2016,58.0%,te,7.0,2,Garrett Celek,SFO,29,350,1.8,50
16.4,1,9.1,16,29,2,29,2016,74.4%,rb,6.7,1,Shaun Draughn,SFO,29,263,1.8,39
49.3,2,13.6,8,71,5,26,2016,61.7%,te,8.4,0,Tyler Eifert,CIN,29,394,3.6,47
28.7,9,14.9,15,84,3,26,2016,42.6%,WR,6.3,0,Marquise Goodwin,BUF,29,431,1.9,68
19.9,13,10.3,15,34,1,22,2016,58.0%,RB,6.0,2,Jordan Howard,CHI,29,298,1.9,50
12.1,0,6.7,16,29,2,23,2016,74.4%,,5.0,0,Jalen Richard,OAK,29,194,1.8,39
37.8,4,14.3,11,48,3,27,2016,69.0%,wr,9.9,0,Kendall Wright,TEN,29,416,2.6,42
53.8,8,15.4,8,62,2,23,2016,53.8%,WR,8.3,0,Sammy Watkins,BUF,28,430,3.5,52
12.5,2,6.7,15,28,2,25,2016,82.4%,rb,5.5,0,Charcandrick West,KAN,28,188,1.9,34
10.1,12,5.6,15,15,0,23,2016,77.1%,RB,4.3,4,Jay Ajayi,MIA,27,151,1.8,35
17.3,8,10.2,16,27,1,25,2016,50.9%,WR,5.2,1,Corey Brown,CAR,27,276,1.7,53
12.5,13,6.0,13,19,3,26,2016,81.8%,RB,4.9,5,Carlos Hyde,SFO,27,163,2.1,33
17.6,4,10.8,16,38,3,24,2016,68.4%,wr,7.4,0,Brandon Coleman,NOR,26,281,1.6,38
18.3,11,9.8,14,28,4,25,2016,74.3%,TE,7.3,0,Dion Sims,MIA,26,256,1.9,35
11.9,0,6.9,15,19,1,27,2016,74.3%,,5.1,0,Robert Turbin,IND,26,179,1.7,35
67.5,6,21.6,8,53,3,27,2016,65.8%,te,14.2,0,Rob Gronkowski,NWE,25,540,3.1,38
23.4,8,9.4,10,54,1,23,2016,65.8%,TE,6.2,0,C.J. Uzomah,CIN,25,234,2.5,38
14.1,0,9.0,16,25,0,27,2016,75.8%,,6.8,1,Fozzy Whittaker,CAR,25,226,1.6,33
35.5,11,16.3,11,75,4,26,2016,53.3%,TE,8.7,0,Vance McDonald,SFO,24,391,2.2,45
27.1,2,7.9,7,33,1,26,2016,75.0%,rb,5.9,1,Charles Sims,TAM,24,190,3.4,32
23.1,3,9.6,10,23,2,29,2016,70.6%,wr,6.8,1,Bryan Walters,JAX,24,231,2.4,34
20.3,4,10.6,12,32,4,31,2016,79.3%,wr,8.4,3,Danny Amendola,NWE,23,243,1.9,29
24.7,7,16.1,15,48,4,22,2016,39.7%,wr,6.4,0,Devin Funchess,CAR,23,371,1.5,58
24.4,4,14.8,14,24,2,26,2016,57.5%,wr,8.5,0,Russell Shepard,TAM,23,341,1.6,40
16.6,0,10.8,15,58,3,24,2016,71.9%,,7.8,1,Damien Williams,MIA,23,249,1.5,32
19.8,11,10.8,12,31,1,28,2016,59.5%,TE,6.4,0,Virgil Green,DEN,22,237,1.8,37
12.5,1,9.1,16,50,1,30,2016,84.6%,rb,7.7,0,Tim Hightower,NOR,22,200,1.4,26
7.1,7,4.9,15,13,1,26,2016,75.9%,,3.7,2,Christine Michael,2TM,22,107,1.5,29
26.3,5,9.5,8,19,3,31,2016,71.0%,te,6.8,0,Jacob Tamme,ATL,22,210,2.8,31
15.6,6,11.3,16,24,2,27,2016,61.1%,wr,6.9,1,Deonte Thompson,CHI,22,249,1.4,36
31.1,5,20.7,14,72,2,23,2016,42.9%,wr,8.9,0,Sammie Coates,PIT,21,435,1.5,49
12.7,3,9.7,16,27,4,25,2016,67.7%,wr,6.5,0,Justin Hardy,ATL,21,203,1.3,31
11.6,13,8.3,15,25,0,24,2016,77.8%,RB,6.4,0,Jeremy Hill,CIN,21,174,1.4,27
16.6,6,11.0,14,36,1,30,2016,60.0%,wr,6.6,5,Jordan Norwood,DEN,21,232,1.5,35
19.2,0,13.7,15,39,1,24,2016,58.3%,,8.0,0,Paul Richardson,SEA,21,288,1.4,36
8.5,0,6.8,16,14,0,23,2016,76.9%,,5.2,1,Josh Ferguson,IND,20,136,1.3,26
9.4,6,4.3,9,11,0,31,2016,74.1%,,3.1,2,Justin Forsett,3TM,20,85,2.2,27
16.9,1,9.3,11,37,0,28,2016,71.4%,rb,6.6,5,Chris Ivory,JAX,20,186,1.8,28
14.5,7,11.6,16,40,0,27,2016,54.1%,wr,6.3,0,Charles Johnson,MIN,20,232,1.3,37
16.9,10,8.5,10,37,1,32,2016,66.7%,TE,5.6,0,Marcedes Lewis,JAX,20,169,2.0,30
10.2,0,7.7,15,24,0,29,2016,80.0%,,6.1,1,Bobby Rainey,NYG,20,153,1.3,25
20.2,1,16.2,16,59,2,28,2016,62.5%,wr,10.1,0,Aldrick Robinson,ATL,20,323,1.3,32
22.3,12,13.4,12,53,3,27,2016,40.8%,WR,5.4,0,Torrey Smith,SFO,20,267,1.7,49
17.6,2,14.8,16,31,1,27,2016,50.0%,wr,7.4,0,Josh Bellamy,CHI,19,282,1.2,38
19.4,3,14.3,14,44,3,22,2016,70.4%,te,10.0,0,Austin Hooper,ATL,19,271,1.4,27
11.5,7,8.5,14,17,1,23,2016,79.2%,te,6.7,0,Ben Koyack,JAX,19,161,1.4,24
11.8,3,7.5,12,19,0,25,2016,70.4%,rb,5.3,2,Jeremy Langford,CHI,19,142,1.6,27
12.4,1,9.8,15,27,0,24,2016,54.3%,,5.3,0,Charone Peake,NYJ,19,186,1.3,35
19.5,2,14.4,14,36,0,22,2016,55.9%,wr,8.0,2,Chester Rogers,IND,19,273,1.4,34
14.9,4,7.1,9,31,2,30,2016,76.0%,rb,5.4,1,James Starks,GNB,19,134,2.1,25
46.8,4,9.8,4,32,0,24,2016,52.8%,wr,5.2,0,Kevin White,CHI,19,187,4.8,36
50.7,2,16.9,6,37,1,26,2016,52.9%,te,8.9,0,Ladarius Green,PIT,18,304,3.0,34
12.8,3,11.4,16,42,0,22,2016,51.4%,fb/wr,5.9,1,Ricardo Louis,CLE,18,205,1.1,35
14.8,2,10.7,13,27,1,26,2016,72.0%,te,7.7,0,Mychal Rivera,OAK,18,192,1.4,25
11.9,2,10.6,16,25,2,28,2016,66.7%,wr,7.1,0,Rod Streater,SFO,18,191,1.1,27
13.1,4,6.6,9,20,2,33,2016,66.7%,rb,4.4,0,DeAngelo Williams,PIT,18,118,2.0,27
14.0,4,10.9,14,33,0,25,2016,78.3%,rb,8.5,1,Zach Zenner,DET,18,196,1.3,23
9.1,1,8.5,16,18,0,26,2016,85.0%,rb,7.3,1,Rex Burkhead,CIN,17,145,1.1,20
25.0,4,11.8,8,50,0,22,2016,63.0%,wr,7.4,0,Cody Core,CIN,17,200,2.1,27
21.3,8,13.8,11,39,2,26,2016,60.7%,WR,8.4,0,Cobi Hamilton,PIT,17,234,1.5,28
7.7,11,7.2,16,13,1,25,2016,54.8%,TE,4.0,1,Demetrius Harris,KAN,17,123,1.1,31
13.4,5,5.5,7,16,0,26,2016,70.8%,rb,3.9,1,Dion Lewis,NWE,17,94,2.4,24
34.7,2,12.2,6,43,0,22,2016,89.5%,rb,10.9,0,C.J. Prosise,SEA,17,208,2.8,19
8.2,2,6.8,14,18,0,23,2016,73.9%,rb,5.0,1,DeAndre Washington,OAK,17,115,1.2,23
9.4,2,7.6,13,14,1,24,2016,76.2%,te,5.8,1,Jerell Adams,NYG,16,122,1.2,21
18.3,7,8.0,7,25,1,25,2016,66.7%,rb,5.3,0,C.J. Anderson,DEN,16,128,2.3,24
15.5,3,7.8,8,12,1,24,2016,80.0%,,6.2,0,Daniel Brown,2TM,16,124,2.0,20
13.7,3,13.7,16,41,3,26,2016,50.0%,wr,6.8,0,Brice Butler,DAL,16,219,1.0,32
8.3,0,5.7,11,12,0,26,2016,76.2%,,4.3,1,Benny Cunningham,LAR,16,91,1.5,21
16.0,3,10.0,10,17,0,25,2016,80.0%,,8.0,1,A.J. Derby,2TM,16,160,1.6,20
9.4,0,7.6,13,16,0,26,2016,66.7%,,5.1,1,Lance Dunbar,DAL,16,122,1.2,24
11.3,2,7.1,10,17,1,25,2016,69.6%,,4.9,0,Josh Huff,2TM,16,113,1.6,23
4.4,3,4.4,16,11,1,34,2016,80.0%,fb,3.5,0,John Kuhn,NOR,16,70,1.0,20
13.1,0,13.1,16,35,2,24,2016,64.0%,,8.4,1,Jordan Taylor,DEN,16,209,1.0,25
6.6,6,6.1,14,15,1,28,2016,68.2%,te,4.2,1,Larry Donnell,NYG,15,92,1.1,22
19.1,2,14.0,11,35,0,32,2016,68.2%,wr,9.5,0,Harry Douglas,TEN,15,210,1.4,22
16.6,8,9.9,9,35,1,26,2016,68.2%,TE,6.8,0,Josh Hill,NOR,15,149,1.7,22
34.6,5,11.5,5,18,0,33,2016,46.9%,wr,5.4,0,Vincent Jackson,TAM,15,173,3.0,32
9.9,6,6.6,10,12,1,24,2016,53.6%,wr,3.5,0,Braxton Miller,HOU,15,99,1.5,28
11.6,1,10.8,14,67,0,22,2016,62.5%,rb,6.8,1,Paul Perkins,NYG,15,162,1.1,24
18.6,4,19.8,16,45,1,24,2016,68.2%,te,13.5,0,Erik Swoope,IND,15,297,0.9,22
11.7,6,8.6,11,19,2,26,2016,71.4%,te/wr,6.1,0,Luke Willson,SEA,15,129,1.4,21
9.7,8,11.1,16,24,0,31,2016,73.7%,te/wr,8.2,1,Brent Celek,PHI,14,155,0.9,19
10.6,3,7.6,10,23,0,21,2016,70.0%,wr,5.3,0,Pharoh Cooper,LAR,14,106,1.4,20
11.0,7,11.0,14,37,1,30,2016,77.8%,te,8.6,0,Darren Fells,ARI,14,154,1.0,18
10.9,7,12.4,16,53,0,27,2016,82.4%,te,10.2,0,MarQueis Gray,MIA,14,174,0.9,17
7.9,2,9.0,16,23,3,28,2016,56.0%,wr,5.0,0,Andre Holmes,OAK,14,126,0.9,25
16.2,1,11.6,10,27,2,21,2016,60.9%,wr,7.0,4,Jalin Marshall,NYJ,14,162,1.4,23
16.8,8,9.6,8,27,0,27,2016,87.5%,RB,8.4,1,Doug Martin,TAM,14,134,1.8,16
15.8,2,10.1,9,35,0,25,2016,56.0%,fb/wr,5.7,0,Walt Powell,BUF,14,142,1.6,25
11.8,1,13.4,16,44,1,28,2016,56.0%,wr,7.5,2,Andre Roberts,DET,14,188,0.9,25
16.4,2,9.4,8,36,0,22,2016,58.3%,wr,5.5,0,Jaelen Strong,HOU,14,131,1.8,24
5.4,2,5.4,13,16,0,23,2016,81.3%,rb,4.4,2,Kenneth Farrow,SDG,13,70,1.0,16
9.4,0,7.2,10,15,0,27,2016,72.2%,,5.2,0,Jonathan Grimes,HOU,13,94,1.3,18
14.8,2,10.2,9,19,0,23,2016,61.9%,wr,6.3,0,Chris Harper,SFO,13,133,1.4,21
9.1,2,10.5,15,29,0,22,2016,86.7%,rb,9.1,0,Derrick Henry,TEN,13,137,0.9,15
8.8,8,8.8,13,27,1,29,2016,92.9%,RB,8.2,3,Ryan Mathews,PHI,13,115,1.0,14
10.7,7,7.4,9,20,0,23,2016,76.5%,rb,5.6,0,Thomas Rawls,SEA,13,96,1.4,17
9.8,5,7.5,10,21,0,26,2016,81.3%,rb,6.1,0,Jacquizz Rodgers,TAM,13,98,1.3,16
17.1,2,11.8,9,30,1,24,2016,65.0%,,7.7,0,Austin Seferian-Jenkins,2TM,13,154,1.4,20
16.5,11,20.3,16,46,2,25,2016,68.4%,TE,13.9,0,Levine Toilolo,ATL,13,264,0.8,19
8.2,2,8.2,13,15,0,25,2016,68.4%,wr,5.6,0,James Wright,CIN,13,106,1.0,19
20.2,2,16.8,10,39,2,22,2016,54.5%,wr,9.2,0,Geronimo Allison,GNB,12,202,1.2,22
2.9,2,3.3,14,12,0,25,2016,75.0%,rb,2.5,2,Alfred Blue,HOU,12,40,0.9,16
5.3,0,7.1,16,16,0,27,2016,63.2%,,4.5,0,Andre Ellington,ARI,12,85,0.8,19
5.5,9,6.8,15,22,1,24,2016,66.7%,RB,4.6,0,Robert Kelley,WAS,12,82,0.8,18
14.2,7,18.9,16,75,1,27,2016,85.7%,fb,16.2,0,Jamize Olawale,OAK,12,227,0.8,14
11.0,1,9.2,10,17,0,24,2016,75.0%,te,6.9,0,Neal Sterling,JAX,12,110,1.2,16
7.2,0,8.5,13,14,1,23,2016,68.8%,,5.8,0,Stephen Anderson,HOU,11,93,0.8,16
26.7,2,17.0,7,51,1,26,2016,50.0%,wr,8.5,0,Jaron Brown,ARI,11,187,1.6,22
7.6,0,7.6,11,14,0,22,2016,100.0%,,7.6,2,Alex Collins,SEA,11,84,1.0,11
11.2,0,13.2,13,76,2,25,2016,45.8%,,6.0,0,Bennie Fowler,DEN,11,145,0.8,24
9.1,2,10.7,13,20,2,24,2016,52.4%,te,5.6,0,Xavier Grimble,PIT,11,118,0.8,21
5.3,7,7.7,16,31,1,23,2016,37.9%,te/wr,2.9,0,Tyler Higbee,LAR,11,85,0.7,29
5.8,1,8.5,16,25,1,25,2016,57.9%,wr,4.9,0,Jeff Janis,GNB,11,93,0.7,19
16.9,5,13.8,9,22,0,29,2016,40.7%,wr,5.6,0,Cecil Shorts,TAM,11,152,1.2,27
18.8,1,8.5,5,16,0,27,2016,57.9%,rb,4.9,2,Shane Vereen,NYG,11,94,2.2,19
8.4,1,6.1,8,11,1,27,2016,78.6%,wr,4.8,0,Jarius Wright,MIN,11,67,1.4,14
10.6,2,12.7,12,25,2,23,2016,83.3%,te,10.6,0,Seth Devalve,CLE,10,127,0.8,12
8.4,8,13.4,16,28,1,29,2016,52.6%,TE,7.1,0,Ed Dickson,CAR,10,134,0.6,19
14.5,5,18.9,13,64,4,25,2016,43.5%,,8.2,0,Justin Hunter,2TM,10,189,0.8,23
6.6,11,9.2,14,21,0,24,2016,83.3%,TE/wr,7.7,0,Tyler Kroft,CIN,10,92,0.7,12
